MRT_Line,Bus_ServiceNo,Bus_Route_Length_m,Overlap_Length_m,Coverage_Percentage,Consecutive_Coverage_Percentage,Max_Consecutive_Segments,Weighted_Average_Angle,Weighted_Average_Score
Circle,654,17167.915966825043,5208.961623976904,11.428571428571429,5.555555555555555,1.0,43.6,15.513650793650795
Thomson East Coast,130,13996.648298573731,4688.635590688791,7.894736842105263,14.285714285714285,2.0,33.2,15.51218045112782
North-East,671,18347.019630617026,5345.122486492422,9.523809523809524,5.263157894736842,1.0,47.8,15.474786967418547
East-West,33,23512.721086866735,12608.688773097501,9.803921568627452,4.166666666666666,1.0,49.3,15.448235294117646
North-East,147A,14592.5879292439,9219.478298178525,9.523809523809524,6.666666666666667,1.0,44.7,15.416190476190478
North-South,854e,18134.68453638127,2800.970353024055,2.380952380952381,10.526315789473683,2.0,51.1,15.382907268170428
East-West,653,17776.003564041166,4711.311879975616,3.9215686274509802,11.11111111111111,2.0,46.7,15.353071895424838
East-West,122,13518.259159252515,11993.365106447844,3.9215686274509802,7.142857142857142,1.0,54.6,15.345770308123251
Cross Island,268,14622.293344061402,5900.1851729137525,9.090909090909092,13.333333333333334,2.0,31.8,15.329696969696972
Downtown,15A,10215.316210625731,5004.158993016088,7.5,9.090909090909092,1.0,43.4,15.316363636363636
North-South,951E,21270.13711591172,6013.432395245774,7.142857142857142,4.545454545454546,1.0,53.2,15.315324675324677
Thomson East Coast,901M,7672.523436647984,4145.9187567912395,5.263157894736842,12.5,1.0,41.0,15.305263157894737
East-West,25,16734.968897409726,5082.968880109562,7.8431372549019605,11.76470588235294,2.0,37.3,15.303137254901962
East-West,24,45129.78178311634,21884.822076793367,13.725490196078432,6.521739130434782,3.0,35.9,15.278891730605286
Cross Island,116A,3132.1811324822265,1328.5253341315567,4.545454545454546,25.0,1.0,17.3,15.27818181818182
North-South,853,17041.799805977214,6363.3666349931555,4.761904761904762,5.555555555555555,1.0,55.2,15.16698412698413
Cross Island,88A,8799.609661904156,3858.7911294699707,9.090909090909092,11.11111111111111,1.0,35.1,15.100808080808083
Circle,129B,6883.038183191586,1128.606572235872,2.857142857142857,14.285714285714285,1.0,41.2,15.097142857142858
Downtown,960e,21158.975887709523,5858.792717154075,5.0,9.090909090909092,2.0,47.3,15.096363636363636
East-West,195A,19839.88446635891,7836.499043020287,5.88235294117647,5.0,1.0,53.7,15.09294117647059
Cross Island,74,24281.503815261043,6174.990732602251,18.181818181818183,4.0,1.0,31.1,15.092727272727274
North-South,965,37464.515554215766,15694.416101932877,11.904761904761903,7.894736842105263,3.0,35.8,15.079799498746867
Downtown,77,16357.382833612417,5003.89446231078,10.0,5.88235294117647,1.0,43.3,15.012941176470589
Circle,660,15090.891482551362,3804.406294013491,11.428571428571429,6.25,1.0,39.3,14.931428571428572
Bukit Panjang LRT,963e,25180.539744778052,3699.1595698204646,16.666666666666664,3.8461538461538463,1.0,33.6,14.925128205128205
North-East,100A,4355.531474592249,1794.2293056749936,4.761904761904762,20.0,1.0,24.8,14.864761904761906
Thomson East Coast,196A,14029.060634263102,7354.377286535588,10.526315789473683,6.666666666666667,1.0,39.9,14.85719298245614
Bukit Panjang LRT,963,26184.28649698004,3713.5280550979282,16.666666666666664,3.7037037037037033,1.0,33.4,14.828148148148147
East-West,222A,3395.896617041105,2559.1100432141657,1.9607843137254901,25.0,1.0,19.8,14.744313725490198
East-West,195,24937.311104294637,9733.379697636396,5.88235294117647,4.0,1.0,53.9,14.73294117647059
East-West,222B,3178.3185851988737,2625.319374698936,1.9607843137254901,25.0,1.0,19.7,14.724313725490196
North-East,113,12847.442030920482,8897.544053617932,9.523809523809524,15.384615384615385,2.0,23.8,14.723369963369965
East-West,672,16414.41790825629,6544.623132538558,7.8431372549019605,11.76470588235294,2.0,34.3,14.70313725490196
East-West,120,17103.29837831475,5701.940476964034,5.88235294117647,5.555555555555555,1.0,50.6,14.695163398692811
Downtown,21,23957.99728720336,9774.165452435402,10.0,4.166666666666666,1.0,45.1,14.686666666666667
Jurong Region,405,13325.297932651702,2783.8116381446107,11.76470588235294,7.142857142857142,1.0,35.6,14.683025210084034
North-South,912A,5209.144497499855,4855.068457584859,4.761904761904762,16.666666666666664,1.0,30.5,14.67142857142857
Jurong Region,78,21310.996564238554,4726.359027877825,5.88235294117647,9.090909090909092,2.0,43.4,14.669304812834225
Downtown,15,26459.36927818717,10000.67212454192,7.5,7.4074074074074066,2.0,43.5,14.662962962962965
Circle,129A,6469.2125842652285,674.9323274187828,2.857142857142857,14.285714285714285,1.0,39.0,14.657142857142858
Cross Island,43e,14761.62852628094,5036.41252619718,13.636363636363635,13.333333333333334,2.0,19.2,14.627878787878789
East-West,651,21974.77768135688,8589.052534285667,3.9215686274509802,4.545454545454546,1.0,56.2,14.626809269162212
Downtown,118B,9742.223824909124,1054.6186425082699,2.5,10.0,1.0,48.1,14.620000000000001
Cross Island,127,7513.595681113301,2997.283911276517,4.545454545454546,12.5,1.0,39.0,14.618181818181819
East-West,282,4977.5780426681895,2938.5204873092734,1.9607843137254901,20.0,1.0,29.1,14.604313725490197
Circle,176,20540.37313231793,4538.555969974049,2.857142857142857,9.523809523809524,2.0,47.7,14.492380952380953
Cross Island,359,11258.530468382944,5602.3847697296105,9.090909090909092,8.333333333333332,1.0,37.6,14.48969696969697
Downtown,75,20175.159277233004,5816.289453625957,2.5,9.523809523809524,2.0,48.3,14.46952380952381
East-West,222,9781.576524205278,7658.819844930148,5.88235294117647,20.0,2.0,20.5,14.452941176470588
North-South,969,24775.7293881895,7269.850774524752,9.523809523809524,8.0,2.0,37.2,14.44952380952381
Cross Island,116,10361.432523378822,4482.625439174924,9.090909090909092,18.181818181818183,2.0,17.7,14.44909090909091
Thomson East Coast,48,21824.417855420772,10254.595876468498,7.894736842105263,4.545454545454546,1.0,46.9,14.356076555023925
East-West,974,29849.905623244704,8422.060449381477,9.803921568627452,3.3333333333333335,1.0,45.3,14.314901960784315
Circle,165,21939.84958671033,4826.996634078709,5.714285714285714,4.545454545454546,1.0,51.0,14.303896103896106
North-East,153,17601.933595610917,4427.43582231497,4.761904761904762,5.555555555555555,1.0,50.8,14.286984126984127
Downtown,3A,8578.848966852898,3042.007733989749,5.0,11.11111111111111,1.0,39.2,14.284444444444446
Thomson East Coast,860T,12942.490429179192,2523.813593877352,5.263157894736842,7.6923076923076925,1.0,45.2,14.222186234817816
North-East,136,14420.303407852074,4141.237835569543,9.523809523809524,6.666666666666667,1.0,38.7,14.216190476190476
East-West,335,9100.863868822413,7561.672583242473,5.88235294117647,20.0,2.0,19.3,14.21294117647059
East-West,197,28490.51625132341,11183.063231917851,5.88235294117647,3.4482758620689653,1.0,52.4,14.212251521298175
North-South,912B,8161.896798801859,6234.796239622245,7.142857142857142,11.11111111111111,1.0,34.1,14.121587301587303
Downtown,518A,27257.45647848291,6566.6875043614955,7.5,7.142857142857142,2.0,41.3,14.117142857142857
Circle,655,15588.450965471535,2918.6757754526493,2.857142857142857,6.25,1.0,52.2,14.082857142857144
East-West,96,5991.135602421812,2952.873721767429,1.9607843137254901,16.666666666666664,1.0,33.1,14.070980392156862
Cross Island,261,4054.194854619472,2904.056248730755,4.545454545454546,20.0,1.0,21.2,14.058181818181819
Thomson East Coast,656,21731.516756758123,8354.619444497264,7.894736842105263,4.545454545454546,1.0,45.4,14.056076555023925
Cross Island,72A,5777.819843558549,1130.4272141393315,4.545454545454546,16.666666666666664,1.0,27.8,14.044848484848485
East-West,192,11528.088885242363,9260.10653202457,7.8431372549019605,16.666666666666664,2.0,21.2,14.04392156862745
Thomson East Coast,513,16194.147783641614,5456.501038602857,7.894736842105263,5.88235294117647,1.0,42.6,14.030835913312695
East-West,657,18588.643255464583,11183.757476224762,3.9215686274509802,5.263157894736842,1.0,51.5,13.97389060887513
East-West,868E,20707.411049702103,16184.032180716273,3.9215686274509802,4.761904761904762,1.0,52.3,13.933389355742298
East-West,100,21826.599911915,10651.39554246654,5.88235294117647,4.545454545454546,1.0,48.8,13.931122994652407
East-West,33A,9838.070837070758,4048.1463171401565,3.9215686274509802,10.0,1.0,41.8,13.928627450980391
North-South,925,14826.937126987315,5346.393847548722,7.142857142857142,6.666666666666667,1.0,42.0,13.923809523809524
North-South,265,13022.38559750468,5680.903474692321,4.761904761904762,7.142857142857142,1.0,45.7,13.901904761904763
Downtown,190,19917.253751387732,5963.407323497464,7.5,5.0,1.0,44.4,13.88
North-South,857,38833.342633723005,8896.69933376022,4.761904761904762,2.564102564102564,1.0,54.7,13.870402930402932
East-West,180A,9819.62641617818,4251.236164688529,3.9215686274509802,10.0,1.0,41.5,13.868627450980393
North-East,142A,4515.592626587267,2255.185590224497,4.761904761904762,20.0,1.0,19.7,13.844761904761905
North-South,188e,18276.441873127438,6422.655485891708,7.142857142857142,5.263157894736842,1.0,44.3,13.822406015037593
North-South,41,12463.101420043193,3634.9765891463944,2.380952380952381,7.6923076923076925,1.0,48.9,13.80930402930403
North-South,800,6098.782603880392,3528.494330676355,4.761904761904762,14.285714285714285,1.0,30.9,13.79904761904762
East-West,7,20590.610640095772,9704.70965523096,3.9215686274509802,4.761904761904762,1.0,51.6,13.793389355742297
Thomson East Coast,860,25918.75144571644,5051.7763868450675,7.894736842105263,3.8461538461538463,1.0,45.2,13.736356275303645
Cross Island,70B,5855.475532349227,1519.2911408733628,4.545454545454546,16.666666666666664,1.0,26.2,13.724848484848485
Circle,58,18438.44997897645,6636.80237357964,8.571428571428571,5.263157894736842,1.0,40.7,13.673834586466166
North-South,925A,6516.935758236529,3021.051081519262,2.380952380952381,14.285714285714285,1.0,35.0,13.666666666666668
Cross Island,89e,17101.155060780602,4286.4626739336345,4.545454545454546,5.555555555555555,1.0,48.0,13.640404040404043
Downtown,12e,22611.13997268439,6031.23556946763,7.5,4.3478260869565215,1.0,44.5,13.639130434782608
East-West,7A,12279.64352372796,8843.209042009988,3.9215686274509802,7.6923076923076925,1.0,44.8,13.605550527903468
East-West,298,10702.565698910354,5773.076925982084,3.9215686274509802,18.181818181818183,2.0,23.8,13.601354723707665
Downtown,129,21579.779256741607,3153.395537288878,5.0,4.545454545454546,1.0,48.9,13.59818181818182
North-South,178,27273.837994663874,6054.063773370307,4.761904761904762,3.571428571428571,1.0,51.3,13.593333333333334
North-South,188,19305.188881532187,6199.5462207041,7.142857142857142,5.0,1.0,43.6,13.577142857142858
North-South,160,33053.819478743644,10828.429533025084,4.761904761904762,2.941176470588235,1.0,52.4,13.561232492997199
East-West,854,20904.45888075616,3216.395577246798,5.88235294117647,4.761904761904762,1.0,46.4,13.537703081232493
North-South,812T,9555.005564965351,7190.478777663861,7.142857142857142,10.0,1.0,33.4,13.537142857142857
North-South,812,9555.005564965351,7190.478777663861,7.142857142857142,10.0,1.0,33.4,13.537142857142857
North-South,962,14291.171358548161,9648.63393677677,7.142857142857142,13.333333333333334,2.0,26.6,13.510476190476192
Circle,855,23957.414856723994,4884.330994276072,5.714285714285714,4.166666666666666,1.0,47.7,13.492380952380953
North-South,966,56824.917344074514,7115.036082413082,7.142857142857142,5.263157894736842,3.0,42.5,13.462406015037594
North-South,965A,6208.056576763353,4895.147794320217,4.761904761904762,14.285714285714285,1.0,29.2,13.45904761904762
East-West,33B,5954.418860084902,2643.937947329777,1.9607843137254901,16.666666666666664,1.0,29.7,13.390980392156862
North-South,871,11697.391407113253,3741.579142877624,2.380952380952381,8.333333333333332,1.0,45.4,13.365714285714287
Circle,45,18629.396072259264,2502.3464205137384,2.857142857142857,10.526315789473683,2.0,40.0,13.353383458646617
East-West,667,12254.370197966755,9718.361363745527,1.9607843137254901,7.6923076923076925,1.0,47.4,13.341236802413274
North-South,117M,18923.116347627856,6321.453447624093,4.761904761904762,10.526315789473683,2.0,35.9,13.295288220551377
Downtown,174e,22633.9534031468,6043.10489983986,5.0,4.3478260869565215,1.0,47.6,13.259130434782609
East-West,2B,12028.453288258292,4255.848199338456,5.88235294117647,15.384615384615385,2.0,23.5,13.206787330316743
Thomson East Coast,401,19065.574922050317,12987.937829039302,10.526315789473683,5.0,1.0,34.9,13.190526315789473
East-West,31A,4106.480652023291,2729.331322043037,3.9215686274509802,20.0,1.0,17.9,13.148627450980392
North-South,965T,18810.16309459457,8016.181767616372,9.523809523809524,5.263157894736842,1.0,36.1,13.134786967418547
Cross Island,329,5518.913173735502,2942.5490789254663,4.545454545454546,16.666666666666664,1.0,23.1,13.104848484848485
Downtown,137,15334.741163969104,6080.078794046287,7.5,6.25,1.0,38.0,13.100000000000001
East-West,285,6701.442187099798,2156.8288300746945,1.9607843137254901,14.285714285714285,1.0,33.0,13.09859943977591
Downtown,154,29089.941856827834,8164.297322502778,7.5,3.3333333333333335,1.0,43.7,13.073333333333334
North-East,90A,8171.491896149886,1156.6330612531606,4.761904761904762,11.11111111111111,1.0,33.6,13.06920634920635
Thomson East Coast,14,31608.980373412545,9701.95551985178,2.631578947368421,3.125,1.0,53.5,13.00263157894737
Thomson East Coast,36A,22204.953565537064,10677.02057376179,5.263157894736842,4.3478260869565215,1.0,45.5,12.944393592677345
North-South,117,19101.500356890807,6321.453447624093,4.761904761904762,10.0,2.0,35.1,12.924761904761905
Downtown,973,8926.706316257794,3789.014925393255,2.5,11.11111111111111,1.0,37.1,12.864444444444445
Cross Island,262,7660.867790591285,4291.299030704276,9.090909090909092,12.5,1.0,21.1,12.856363636363637
North-East,119,15161.181055868068,10209.66110573771,4.761904761904762,12.5,2.0,29.7,12.844761904761906
North-South,927,15649.36800591853,3701.7688331048375,2.380952380952381,6.25,1.0,46.9,12.832380952380953
North-South,966A,28394.234902226468,3570.1715958157297,7.142857142857142,3.4482758620689653,1.0,42.7,12.776453201970444
East-West,121,14052.180669374819,7978.822440605069,3.9215686274509802,6.666666666666667,1.0,42.4,12.715294117647058
Downtown,18,10601.803885002628,4319.116478365811,2.5,9.090909090909092,1.0,40.2,12.676363636363638
Thomson East Coast,10e,14712.323073519485,10687.680099430117,2.631578947368421,6.666666666666667,1.0,44.6,12.639298245614036
Cross Island,73,23886.552767631532,8003.72816543557,13.636363636363635,4.166666666666666,1.0,27.3,12.581212121212122
North-South,856B,12235.763417067677,2802.0647526410858,4.761904761904762,15.384615384615385,2.0,22.4,12.538608058608059
North-South,883M,9742.601607439768,6554.937648146376,7.142857142857142,10.0,1.0,28.3,12.517142857142858
East-West,201,14472.384060333372,6184.410752463908,1.9607843137254901,13.333333333333334,2.0,31.5,12.41764705882353
Thomson East Coast,7B,9841.375960670957,2553.1383511031095,2.631578947368421,10.0,1.0,36.8,12.412631578947368
East-West,66,14361.711821766125,3917.2066792958667,5.88235294117647,13.333333333333334,2.0,23.3,12.346274509803923
Downtown,9B,10423.836352585022,1962.4973969597265,2.5,9.090909090909092,1.0,38.4,12.316363636363636
Cross Island,19,20733.16368433422,4566.167599035434,4.545454545454546,4.761904761904762,1.0,42.8,12.282943722943724
East-West,12,23438.80076572624,7747.164344009033,5.88235294117647,4.166666666666666,1.0,41.2,12.259607843137255
North-South,169,21314.72466183572,4539.268791397877,2.380952380952381,9.090909090909092,2.0,38.2,12.22874458874459
Downtown,69,11327.865708494153,5033.871740239665,2.5,8.333333333333332,1.0,39.4,12.213333333333333
Circle,58A,10946.819150422933,3368.2744116765552,2.857142857142857,9.090909090909092,1.0,36.8,12.139220779220778
North-South,861A,8580.503855980664,2739.6392462782014,4.761904761904762,11.11111111111111,1.0,28.4,12.02920634920635
Thomson East Coast,400,8611.523307256643,6662.87436643579,5.263157894736842,11.11111111111111,1.0,27.3,12.009707602339182
North-South,950,8408.219252833573,2608.9968532178814,2.380952380952381,11.11111111111111,1.0,32.3,11.856825396825396
North-South,985,21835.62948945269,4967.7166588170385,9.523809523809524,4.545454545454546,1.0,30.9,11.807705627705628
North-South,807,10727.701099740872,4129.114717285103,2.380952380952381,9.090909090909092,1.0,36.0,11.788744588744589
Circle,135,14883.948135359697,4851.882398652445,5.714285714285714,6.666666666666667,1.0,33.9,11.732380952380954
East-West,20,14421.82865348465,10566.392888199629,5.88235294117647,13.333333333333334,2.0,19.5,11.586274509803923
North-South,858,66421.38152564624,16095.485089474016,9.523809523809524,2.9850746268656714,2.0,32.8,11.563553660270077
Cross Island,68,12368.022615667956,2902.2132350862553,4.545454545454546,7.6923076923076925,1.0,32.8,11.455104895104895
East-West,27,37184.087772116065,12358.968170004695,9.803921568627452,2.631578947368421,1.0,32.3,11.434200206398348
East-West,42,5326.985925790834,3748.143477522366,1.9607843137254901,16.666666666666664,1.0,19.9,11.430980392156862
North-South,981,6225.158421410862,876.347898041967,2.380952380952381,14.285714285714285,1.0,23.6,11.386666666666667
East-West,9,29917.029784042858,9524.601997461974,9.803921568627452,6.666666666666667,2.0,23.6,11.308235294117647
North-East,125,15265.685925844296,6566.93862938828,9.523809523809524,6.25,1.0,24.5,11.20952380952381
East-West,183,20192.0325904254,6675.540851124323,5.88235294117647,4.761904761904762,1.0,34.6,11.177703081232494
North-East,90,14756.99432264336,2335.8177700736023,4.761904761904762,6.666666666666667,1.0,33.0,11.171428571428573
East-West,28,24034.445887486523,8023.715149845771,9.803921568627452,4.0,1.0,28.2,11.16156862745098
East-West,53A,9888.060293287626,4364.652281112715,3.9215686274509802,10.0,1.0,27.6,11.088627450980393
North-South,882,6449.3569005740765,1708.481302878595,2.380952380952381,14.285714285714285,1.0,21.9,11.046666666666667
East-West,99,14720.703255865497,8187.283548989751,3.9215686274509802,6.666666666666667,1.0,33.6,10.95529411764706
East-West,154B,13376.866258618065,6250.300145937544,7.8431372549019605,7.142857142857142,1.0,24.5,10.894397759103642
East-West,175,21865.183760825897,5562.107143975296,5.88235294117647,4.545454545454546,1.0,33.6,10.891122994652408
East-West,20A,5717.554154723455,4338.366949131429,1.9607843137254901,16.666666666666664,1.0,17.2,10.890980392156862
East-West,98B,8444.945423781275,1578.4299803907454,3.9215686274509802,11.11111111111111,1.0,23.9,10.793071895424838
Thomson East Coast,123,15751.634602513792,3758.586799309801,5.263157894736842,6.25,1.0,30.7,10.745263157894737
East-West,17,10884.892305137308,3523.622835033512,5.88235294117647,9.090909090909092,1.0,22.8,10.549304812834226
North-South,856,14511.149856957187,3888.2649983472097,7.142857142857142,6.666666666666667,1.0,24.9,10.503809523809524
North-South,883,10380.645501159392,8093.696965725897,2.380952380952381,9.090909090909092,1.0,29.5,10.48874458874459
East-West,38,9713.425352184579,4942.701667272433,5.88235294117647,10.0,1.0,20.5,10.452941176470588
Cross Island,315,9757.912262334636,3191.4098216466414,4.545454545454546,10.0,1.0,23.0,10.418181818181818
North-South,925M,16266.920892256545,5992.045061767431,2.380952380952381,5.88235294117647,1.0,35.0,10.305322128851541
East-West,34,33666.63235824927,9160.49247072435,5.88235294117647,2.941176470588235,1.0,33.8,10.289411764705882
Cross Island,73T,13463.218516154202,3946.7650148425687,4.545454545454546,7.142857142857142,1.0,27.7,10.215324675324677
East-West,35M,14598.77792198652,5502.52999683448,1.9607843137254901,13.333333333333334,2.0,20.2,10.15764705882353
East-West,26,12491.181492882864,7372.8744777786,3.9215686274509802,7.6923076923076925,1.0,25.9,9.82555052790347
East-West,193,14310.11699036315,9868.148171481227,7.8431372549019605,6.666666666666667,1.0,20.1,9.823921568627451
East-West,229,8354.293764779737,3912.570717340608,3.9215686274509802,11.11111111111111,1.0,19.0,9.813071895424837
North-South,861,17089.86843344507,5555.201147270414,4.761904761904762,5.555555555555555,1.0,28.4,9.806984126984126
East-West,240,11075.041274730844,5585.4927929826035,5.88235294117647,8.333333333333332,1.0,20.5,9.78627450980392
East-West,252,11908.794391733174,6463.522816296952,5.88235294117647,8.333333333333332,1.0,19.6,9.60627450980392
Cross Island,103,15795.254691001242,1499.9434717250258,4.545454545454546,6.25,1.0,26.4,9.598181818181818
East-West,46,9754.607862219456,3012.4367615941283,3.9215686274509802,10.0,1.0,19.4,9.448627450980393
East-West,94,9509.939201749261,2641.8984633781565,3.9215686274509802,10.0,1.0,19.3,9.428627450980393
East-West,155,17845.497014746503,4719.80290639086,5.88235294117647,5.555555555555555,1.0,24.2,9.41516339869281
East-West,31,20336.858300872496,6716.6168940658645,5.88235294117647,4.761904761904762,1.0,25.3,9.317703081232494
East-West,189,13257.037359212063,2940.719467661331,3.9215686274509802,7.142857142857142,1.0,24.2,9.26577030812325
East-West,246,13325.319285186233,5266.009970659139,5.88235294117647,7.142857142857142,1.0,18.1,8.830084033613446
East-West,49,19913.898282774568,8196.091730314314,7.8431372549019605,5.0,1.0,18.2,8.777254901960784
East-West,34B,23688.42239854809,9160.49247072435,5.88235294117647,4.166666666666666,1.0,23.7,8.759607843137255
North-East,112,14894.274394682889,6007.663673472721,4.761904761904762,6.666666666666667,1.0,20.8,8.731428571428573
East-West,251,11479.940723440675,3341.5277565924844,3.9215686274509802,8.333333333333332,1.0,18.8,8.661960784313726
East-West,40,20452.54540688999,7176.035422452043,5.88235294117647,4.761904761904762,1.0,21.4,8.537703081232493
East-West,98M,15371.174170097813,7141.6530551819815,5.88235294117647,6.25,1.0,17.4,8.33294117647059
East-West,98,22507.716192068077,7141.6530551819815,5.88235294117647,4.3478260869565215,1.0,18.2,7.732071611253197
East-West,247,18530.465021091983,5808.141066494004,3.9215686274509802,5.263157894736842,1.0,19.7,7.6138906088751295
East-West,35,31278.707860226346,5502.52999683448,1.9607843137254901,6.25,2.0,20.6,7.404313725490196
East-West,182M,27034.860320078322,7337.964233609474,3.9215686274509802,3.571428571428571,1.0,20.1,7.017198879551821
East-West,182,27748.208603078405,7309.785910872241,3.9215686274509802,3.571428571428571,1.0,20.1,7.017198879551821
Sengkang LRT,161,19499.180565235918,5060.128743609232,28.57142857142857,,,46.4,
Bukit Panjang LRT,983,8959.383541093,5146.230049787197,16.666666666666664,,,49.6,
Sengkang LRT,372,6532.642185884699,5460.696003807299,14.285714285714285,,,64.6,
Jurong Region,198A,4147.384256352226,2336.929180071143,11.76470588235294,,,39.4,
North-East,140,6541.294625853941,3297.9959514192306,9.523809523809524,,,18.7,
North-East,506,19834.24017766375,2973.9435242588197,9.523809523809524,,,31.3,
Cross Island,89A,15692.570793569213,3326.5714388610504,9.090909090909092,,,34.0,
Thomson East Coast,13,22386.555717704814,5701.513170539253,7.894736842105263,,,46.6,
East-West,105B,5155.602227337692,3997.9740065892265,5.88235294117647,,,28.9,
Jurong Region,143M,8309.332592669893,6671.283774832651,5.88235294117647,,,44.5,
Jurong Region,975B,12530.205950826115,1416.466118352349,5.88235294117647,,,43.8,
Jurong Region,975A,1555.2588296181073,1292.5045191106399,5.88235294117647,,,40.3,
Jurong Region,258,14324.916071691026,4668.433242637244,5.88235294117647,,,42.1,
Jurong Region,301,3890.520279549282,2977.3471710799004,5.88235294117647,,,37.9,
Jurong Region,300,4113.646942804228,3419.3665351302716,5.88235294117647,,,38.6,
North-East,84A,941.4735633773244,941.4735633773244,4.761904761904762,,,15.4,
North-East,80A,10770.355658501448,5297.332844898491,4.761904761904762,,,37.2,
North-East,87,11872.167512111922,3404.0091943244106,4.761904761904762,,,32.8,
North-South,173A,2247.908082766068,1617.9006200499707,4.761904761904762,,,48.9,
North-East,142,7026.253682931415,3006.4711146773316,4.761904761904762,,,19.1,
East-West,106A,4599.111584200661,1373.6072193544908,3.9215686274509802,,,18.0,
East-West,334,7829.0908139093635,3993.9288470224146,3.9215686274509802,,,19.5,
Thomson East Coast,853M,27485.772419951183,6775.501789901784,2.631578947368421,,,55.9,
Thomson East Coast,55,19581.872262057896,5479.8439654387885,2.631578947368421,,,36.1,
Thomson East Coast,43,21611.158735093555,6775.501789901784,2.631578947368421,,,47.7,
North-South,189A,2266.1061979041915,1377.3427909771453,2.380952380952381,,,48.2,
North-South,913,10523.547181775053,7676.886125024764,2.380952380952381,,,32.9,
North-South,964,8677.87730907848,4620.009668697579,2.380952380952381,,,31.6,
East-West,145A,1789.8772560613902,1213.9751947166806,1.9607843137254901,,,45.9,
East-West,240M,5113.814264620299,3722.4317788308335,1.9607843137254901,,,19.5,
